,Unnamed: 0,NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,KPH,ELAPSED,HOUR,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,AIR_TEMP,TRACK_TEMP,WIND_SPEED,WIND_DIRECTION
0,0,11,1,1:25.086,0,96.3,1:25.086,2020-11-10 12:46:25.086,Lucas DI GRASSI,0:00:05.345,,3,ABT Schaeffler Audi Sport,ABT,21.2778,47.7778,4.82803,207.0
1,1,11,2,1:08.312,3,120.0,2:33.398,2020-11-10 12:47:33.398,Lucas DI GRASSI,,,3,ABT Schaeffler Audi Sport,ABT,,,,
2,2,19,1,10:45.035,0,12.7,10:45.035,2020-11-10 12:55:45.035,Felix ROSENQVIST,0:09:08.529,,3,Mahindra Racing,MAHINDRA,21.4444,50.5556,4.82803,355.0
3,3,19,2,1:08.395,2,119.9,11:53.430,2020-11-10 12:56:53.430,Felix ROSENQVIST,,,3,Mahindra Racing,MAHINDRA,21.4722,50.5556,5.6327050000000005,302.0
4,4,2,1,8:17.309,0,16.5,8:17.309,2020-11-10 12:53:17.309,Sam BIRD,0:06:59.375,,1,DS Virgin Racing,VIRGIN,21.3889,49.4444,4.82803,240.0
5,5,2,2,1:09.724,2,117.6,9:27.033,2020-11-10 12:54:27.033,Sam BIRD,,,1,DS Virgin Racing,VIRGIN,21.41665,49.7222,4.02336,246.0
6,6,23,1,6:07.741,0,22.3,6:07.741,2020-11-10 12:51:07.741,Nick HEIDFELD,0:04:33.148,,4,Mahindra Racing,MAHINDRA,21.3333,48.8889,8.04672,5.0
7,7,23,2,1:08.650,2,119.4,7:16.391,2020-11-10 12:52:16.391,Nick HEIDFELD,,,4,Mahindra Racing,MAHINDRA,21.3333,48.8889,6.437375,93.0
8,8,37,1,3:41.737,0,37.0,3:41.737,2020-11-10 12:48:41.737,José Maria LOPEZ,0:02:19.237,,3,DS Virgin Racing,VIRGIN,21.2778,47.7778,4.82803,207.0
9,9,37,2,1:08.313,2,120.0,4:50.050,2020-11-10 12:49:50.050,José Maria LOPEZ,,,3,DS Virgin Racing,VIRGIN,21.2778,48.05555,3.218685,218.0
10,10,19,1,1:35.422,0,85.9,1:35.422,2020-11-10 12:46:35.422,Felix ROSENQVIST,0:00:02.894,,1,Mahindra Racing,MAHINDRA,26.0556,53.3333,1.60934,224.0
11,11,19,2,1:08.208,3,120.2,2:43.630,2020-11-10 12:47:43.630,Felix ROSENQVIST,,,1,Mahindra Racing,MAHINDRA,,,,
12,12,2,1,10:49.847,0,12.6,10:49.847,2020-11-10 12:55:49.847,Sam BIRD,0:09:26.557,,4,DS Virgin Racing,VIRGIN,26.3333,53.8889,4.82803,187.0
13,13,2,2,1:08.688,2,119.3,11:58.535,2020-11-10 12:56:58.535,Sam BIRD,,,4,DS Virgin Racing,VIRGIN,26.3611,53.8889,5.6327050000000005,223.5
14,14,25,1,6:15.854,0,21.8,6:15.854,2020-11-10 12:51:15.854,Jean-Eric VERGNE,0:04:39.213,,4,TECHEETAH,TECHEETAH,26.1667,53.8889,1.60934,171.0
15,15,25,2,1:09.103,2,118.6,7:24.957,2020-11-10 12:52:24.957,Jean-Eric VERGNE,,,4,TECHEETAH,TECHEETAH,26.19445,53.8889,3.218685,173.5
16,16,37,1,8:33.050,0,16.0,8:33.050,2020-11-10 12:53:33.050,José Maria LOPEZ,0:07:07.841,,3,DS Virgin Racing,VIRGIN,26.3333,53.8889,8.04672,262.0
17,17,37,2,1:08.454,2,119.7,9:41.504,2020-11-10 12:54:41.504,José Maria LOPEZ,,,3,DS Virgin Racing,VIRGIN,26.3333,53.8889,4.82803,269.5
18,18,9,1,3:49.175,0,35.8,3:49.175,2020-11-10 12:48:49.175,Sébastien BUEMI,0:02:25.601,,2,Renault e.dams,RENAULT,26.0556,53.3333,1.60934,224.0
19,19,9,2,1:08.306,2,120.0,4:57.481,2020-11-10 12:49:57.481,Sébastien BUEMI,,,2,Renault e.dams,RENAULT,26.08335,53.6111,2.414015,213.0
